x0	up	x1	bot	
1.157300e-01 	 4.073111e-03 	1.157300e-01 	 3.098120e-03 	 
1.248244e-01 	 5.100519e-03 	1.248244e-01 	 3.021365e-03 	 
1.338662e-01 	 5.918208e-03 	1.338662e-01 	 2.945547e-03 	 
1.428519e-01 	 6.575663e-03 	1.428519e-01 	 2.870564e-03 	 
1.517779e-01 	 7.078917e-03 	1.517779e-01 	 2.796219e-03 	 
1.606407e-01 	 7.422922e-03 	1.606407e-01 	 2.722639e-03 	 
1.694367e-01 	 7.630632e-03 	1.694367e-01 	 2.649543e-03 	 
1.781625e-01 	 7.745518e-03 	1.781625e-01 	 2.576933e-03 	 
1.868148e-01 	 7.807757e-03 	1.868148e-01 	 2.504773e-03 	 
1.953901e-01 	 7.834904e-03 	1.953901e-01 	 2.432875e-03 	 
2.038851e-01 	 7.821917e-03 	2.038851e-01 	 2.361339e-03 	 
2.122966e-01 	 7.761650e-03 	2.122966e-01 	 2.290009e-03 	 
2.206215e-01 	 7.662078e-03 	2.206215e-01 	 2.218802e-03 	 
2.288565e-01 	 7.541390e-03 	2.288565e-01 	 2.147792e-03 	 
2.369986e-01 	 7.413696e-03 	2.369986e-01 	 2.076876e-03 	 
2.450449e-01 	 7.283002e-03 	2.450449e-01 	 2.006214e-03 	 
2.529923e-01 	 7.149015e-03 	2.529923e-01 	 1.935587e-03 	 
2.608380e-01 	 7.012704e-03 	2.608380e-01 	 1.865057e-03 	 
2.685792e-01 	 6.875126e-03 	2.685792e-01 	 1.794780e-03 	 
2.762132e-01 	 6.737000e-03 	2.762132e-01 	 1.724686e-03 	 
2.837373e-01 	 6.600936e-03 	2.837373e-01 	 1.654774e-03 	 
2.911490e-01 	 6.470914e-03 	2.911490e-01 	 1.585201e-03 	 
2.984458e-01 	 6.348069e-03 	2.984458e-01 	 1.515945e-03 	 
3.056253e-01 	 6.230537e-03 	3.056253e-01 	 1.447192e-03 	 
3.126851e-01 	 6.114753e-03 	3.126851e-01 	 1.378990e-03 	 
3.196231e-01 	 5.998456e-03 	3.196231e-01 	 1.311413e-03 	 
3.264370e-01 	 5.881541e-03 	3.264370e-01 	 1.244526e-03 	 
3.331249e-01 	 5.765884e-03 	3.331249e-01 	 1.178539e-03 	 
3.396849e-01 	 5.652943e-03 	3.396849e-01 	 1.113468e-03 	 
3.461150e-01 	 5.543440e-03 	3.461150e-01 	 1.049549e-03 	 
3.524136e-01 	 5.436046e-03 	3.524136e-01 	 9.867826e-04 	 
3.585790e-01 	 5.330137e-03 	3.585790e-01 	 9.253360e-04 	 
3.646096e-01 	 5.226701e-03 	3.646096e-01 	 8.652996e-04 	 
3.705040e-01 	 5.127490e-03 	3.705040e-01 	 8.067737e-04 	 
3.762610e-01 	 5.033570e-03 	3.762610e-01 	 7.498716e-04 	 
3.818792e-01 	 4.943077e-03 	3.818792e-01 	 6.947101e-04 	 
3.873577e-01 	 4.853307e-03 	3.873577e-01 	 6.413063e-04 	 
3.926955e-01 	 4.763364e-03 	3.926955e-01 	 5.898026e-04 	 
3.978917e-01 	 4.674763e-03 	3.978917e-01 	 5.401968e-04 	 
4.029455e-01 	 4.588435e-03 	4.029455e-01 	 4.925967e-04 	 
4.078565e-01 	 4.504335e-03 	4.078565e-01 	 4.469880e-04 	 
4.126241e-01 	 4.422983e-03 	4.126241e-01 	 4.034170e-04 	 
4.172480e-01 	 4.345397e-03 	4.172480e-01 	 3.618733e-04 	 
4.217279e-01 	 4.270680e-03 	4.217279e-01 	 3.223946e-04 	 
4.260638e-01 	 4.197017e-03 	4.260638e-01 	 2.849394e-04 	 
4.302559e-01 	 4.122495e-03 	4.302559e-01 	 2.494838e-04 	 
4.343041e-01 	 4.047609e-03 	4.343041e-01 	 2.160153e-04 	 
4.382091e-01 	 3.973459e-03 	4.382091e-01 	 1.844854e-04 	 
4.419712e-01 	 3.900777e-03 	4.419712e-01 	 1.548361e-04 	 
4.455910e-01 	 3.829902e-03 	4.455910e-01 	 1.270364e-04 	 
4.490694e-01 	 3.760523e-03 	4.490694e-01 	 1.010098e-04 	 
4.524073e-01 	 3.691957e-03 	4.524073e-01 	 7.669746e-05 	 
4.556058e-01 	 3.624248e-03 	4.556058e-01 	 5.403910e-05 	 
4.586662e-01 	 3.557404e-03 	4.586662e-01 	 3.296674e-05 	 
4.615899e-01 	 3.491597e-03 	4.615899e-01 	 1.341192e-05 	 
4.643785e-01 	 3.427548e-03 	4.643785e-01 	 -4.700271e-06 	 
4.670337e-01 	 3.365792e-03 	4.670337e-01 	 -2.142529e-05 	 
4.695574e-01 	 3.307306e-03 	4.695574e-01 	 -3.683769e-05 	 
4.719518e-01 	 3.251966e-03 	4.719518e-01 	 -5.100207e-05 	 
4.742190e-01 	 3.199753e-03 	4.742190e-01 	 -6.396027e-05 	 
4.763615e-01 	 3.150775e-03 	4.763615e-01 	 -7.582087e-05 	 
4.783819e-01 	 3.105956e-03 	4.783819e-01 	 -8.656181e-05 	 
4.802831e-01 	 3.065476e-03 	4.802831e-01 	 -9.631498e-05 	 
4.820679e-01 	 3.029333e-03 	4.820679e-01 	 -1.050875e-04 	 
4.837395e-01 	 2.996679e-03 	4.837395e-01 	 -1.128903e-04 	 
4.853013e-01 	 2.967209e-03 	4.853013e-01 	 -1.198978e-04 	 
4.867568e-01 	 2.941387e-03 	4.867568e-01 	 -1.259238e-04 	 
4.881096e-01 	 2.919460e-03 	4.881096e-01 	 -1.312347e-04 	 
4.893639e-01 	 2.901158e-03 	4.893639e-01 	 -1.357698e-04 	 
4.905236e-01 	 2.886815e-03 	4.905236e-01 	 -1.393916e-04 	 
4.915930e-01 	 2.876048e-03 	4.915930e-01 	 -1.429852e-04 	 
4.925767e-01 	 2.869042e-03 	4.925767e-01 	 -1.455266e-04 	 
4.934794e-01 	 2.865966e-03 	4.934794e-01 	 -1.488195e-04 	 
4.943061e-01 	 2.866443e-03 	4.943061e-01 	 -1.514884e-04 	 
4.950617e-01 	 2.870964e-03 	4.950617e-01 	 -1.533354e-04 	 
4.957518e-01 	 2.879004e-03 	4.957518e-01 	 -1.546081e-04 	 
4.963818e-01 	 2.891296e-03 	4.963818e-01 	 -1.489865e-04 	 
4.969575e-01 	 2.908853e-03 	4.969575e-01 	 -1.386056e-04 	 
4.974850e-01 	 2.931812e-03 	4.974850e-01 	 -1.129892e-04 	 
4.979704e-01 	 2.964021e-03 	4.979704e-01 	 -6.497947e-05 	 
4.984202e-01 	 3.006644e-03 	4.984202e-01 	 6.480195e-06 	 
4.988411e-01 	 3.067009e-03 	4.988411e-01 	 1.457253e-04 	 
4.992399e-01 	 3.154653e-03 	4.992399e-01 	 3.460410e-04 	 
4.996237e-01 	 3.283252e-03 	4.996237e-01 	 7.017124e-04 	 
5.000000e-01 	 3.467714e-03 	5.000000e-01 	 1.307521e-03 	 
